Unnamed: 0,acc.date,type,reg,operator,fat,location,dmg
434,2021-12-30,Beechcraft 300 Super King Air,tg-mam,"Empresas Ginro, S.A.",0.0,Rio Dulce-Las Vegas Airport (LCF),w/o
435,2021-12-31,IRMA/Pilatus Britten-Norman BN-2T Islander,unknown,Royal Moroccan Gendarmerie,0.0,off N'Tireft,unk
436,2020-01-01,Gulfstream G IV,n962ss,Executive Charters Inc,0.0,"Van Nuys, CA",non
437,2020-01-02,Antonov An-12A,-,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),18.0,5 km from Geneina Airport (EGN),w/o
438,2020-01-03,Hawker 900XP,n805d,Million Air San Juan,0.0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG),sub
439,2020-01-03,Harbin Y-12-II,scl-857,Sri Lanka Air Force,4.0,"Haputale, Badulla",w/o
440,2020-01-04,Beechcraft B200 King Air,n200hf,"L.C. Whitford Co., Inc.",0.0,"Morristown Municipal Airport, NJ (MMU)",sub
441,2020-01-05,de Havilland Canada DHC-8-202Q,n8200l,US Special Operations Command (USSOCOM),0.0,Manda Bay-Camp Simba Air Base,w/o
442,2020-01-05,Beechcraft B300 King Air 350,unknown,L3 Technologies,2.0,Manda Bay-Camp Simba Air Base,w/o
443,2020-01-08,Boeing 737-823 (WL),n929nn,American Airlines,0.0,"New York-La Guardia Airport, NY (LGA)",sub
444,2020-01-08,Boeing 737-8KV (WL),ur-psr,Ukraine International Airlines,176.0,near Sabashahr,w/o
445,2020-01-09,Lockheed C-130BZ Hercules,403,South African Air Force - SAAF,0.0,Goma Airport (GOM),sub
446,2020-01-10,Airbus A320-232,n1902u,United Airlines,0.0,"New Orleans, Louisiana",non
447,2020-01-10,Airbus A321-231 (WL),vq-brs,Nordwind Airlines,0.0,Antalya Airport (AYT),sub
448,2020-01-12,Boeing 737-8Q8 (WL),hl8243,Jin Air,0.0,30 km northwest of Fukuoka Airport,non
449,2020-01-13,Airbus A320-214,oh-lxd,Finnair,0.0,Helsinki-Vantaa Airport (HEL/EFHK),non
450,2020-01-16,Airbus A380-861,a6-een,Emirates,0.0,Beira FIR,non
451,2020-01-16,Beechcraft B200 King Air,n547lm,LifeMed Alaska,0.0,"NW off Unalaska-Tom Madsen Airport, AK (DUT)",w/o
452,2020-01-19,Fairchild SA227-AC Metro III,c-gwvh,Perimeter Aviation,0.0,"Shamattawa Airport, MB (ZTM)",sub
453,2020-01-20,Boeing 767-232 (BDSF),se-rlc,West Air Sweden,0.0,Roma-Ciampino Airport (CIA/LIRA),sub
454,2020-01-20,de Havilland Canada DHC-8-314 Dash 8,c-gxai,Air Inuit,0.0,"Schefferville Airport, QC (YKL)",sub
455,2020-01-23,Cessna S550 Citation S/II,zs-car,South African Civil Aviation Authority,3.0,5 km NW of Friemersheim,w/o
456,2020-01-23,Lockheed EC-130Q Hercules,n134cg,Coulson Aviation,3.0,"near Cooma, NSW",w/o
457,2020-01-24,Gulfstream G150,n373ml,Compass Aviation LLC,0.0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG),sub
458,2020-01-27,Bombardier E-11A (Global Express),nov-58,US Air Force (USAF),2.0,39 km NNW of Sharana FOB,w/o
459,2020-01-27,McDonnell Douglas MD-83,ep-cpz,Caspian Airlines,0.0,Bandar Mahshahr Airport (MRX),w/o
460,2020-01-28,Boeing 737-6CT,c-gwju,WestJet,0.0,"Vancouver International Airport, BC (YVR/CYVR)",sub
461,2020-01-28,Boeing 737-76N (WL),c-fzws,WestJet,0.0,"Vancouver International Airport, BC (YVR/CYVR)",sub
462,2020-01-30,Hawker 900XP,xa-bng,ALE - Aerolineas Ejecutivas,0.0,Monterrey-Aeropuerto Del Norte (NTR),w/o
463,2020-01-31,Bombardier DHC-8-402Q Dash 8,c-fkwe,WestJet Encore,0.0,"Terrace Airport, BC (YXT)",sub
464,2020-02-01,Boeing 747-412F (SCD),tc-mct,"ACT Airlines, opf Saudi Arabian Airlines",0.0,Dammam-King Fahad International Airport (DMM/OEDF),sub
465,2020-02-02,Airbus A380-861,a6-eon,Emirates,0.0,"over Rocky Mountains, Wyoming",non
466,2020-02-03,Boeing 747-412 (BCF),n703ck,Kalitta Air,0.0,"Los Angeles International Airport, CA (LAX)",sub
467,2020-02-03,Boeing 767-375ER,c-ghoz,Air Canada,0.0,Madrid-Barajas Adolfo Suárez Airport (MAD),min
468,2020-02-04,Cessna 208B Grand Caravan,n454sf,Grant Aviation,0.0,"Hooper Bay Airport, AK (HPB)",sub
469,2020-02-05,Boeing 737-86J (WL),tc-izk,Pegasus Airlines,3.0,Istanbul-Sabiha Gökçen International Airport (SAW),w/o
470,2020-02-06,Cessna 208B Grand Caravan,n24mg,Redding Aero Enterprises Inc.,0.0,"NW off Eureka-Murray Field, CA (EKA)",sub
471,2020-02-07,Bombardier CRJ-900LR,n610nn,"PSA Airlines, opf American Eagle",0.0,"Waynesville, North Carolina",sub
472,2020-02-07,Cessna 208B Super Cargomaster,n988fx,"Mountain Air Cargo, opf FedEx",0.0,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)",sub
473,2020-02-07,Boeing 757-256 (WL),tf-fia,Icelandair Flugfélag Islands,0.0,Keflavík International Airport (KEF),unk
474,2020-02-08,Beechcraft 200 Super King Air,cc-cot,Transportes Torreon,0.0,Rio Bueno-Fundo Cuincahuin Airstrip,w/o
475,2020-02-08,Cessna 501 Citation I/SP,n501rg,Remonia Air,4.0,"near Fairmount, GA",w/o
476,2020-02-09,Boeing 737-524 (WL),vq-bps,Utair,0.0,Usinsk Airport (USK),sub
477,2020-02-12,Cessna 560 Citation Encore,n654ce,SC Cole Aviation LLC,0.0,"over Benbrook, TX",sub
478,2020-02-14,Cessna 208 Caravan I,p2-mai,Mission Aviation Fellowship - MAF,0.0,Miyanmin Airstrip (MPX),sub
479,2020-02-15,Boeing 737-8KN (WL),hl8342,Eastar Jet,0.0,120NM south of Incheon International Airport,non
480,2020-02-20,Cessna 510 Citation Mustang,n163tc,Private,0.0,"Daytona Beach International Airport, FL (DAB)",sub
481,2020-02-20,Beechcraft B200 King Air,n860j,"Lauren Engineers & Constructors, Inc.",3.0,"near Lake Coleman, TX",w/o
482,2020-02-20,Antonov An-2T,ra-40642,T-Cement,0.0,Magadan-13 Airport (UHMT),sub
483,2020-02-21,de Havilland Canada DHC-3T Vazar Turbine Otter,c-fiuz,Harbour Air,0.0,"Vancouver-Coal Harbour SPB, BC (CXH)",sub
484,2020-02-23,Bombardier CL-600-2B16 Challenger 605,c-gkcp,Canadian Pacific Railway Company,0.0,"Calgary International Airport, AB (YYC)",sub
485,2020-02-24,de Havilland Canada DHC-6 Twin Otter 300,8q-mbc,Trans Maldivian Airways,0.0,"Kuredu Island Resort, Lhaviyani Atoll",sub
486,2020-02-24,Fairchild SA227-DC Metro 23,c-gjvb,"Bearskin Airlines, opb Perimeter Aviation",0.0,"Dryden Regional Airport, ON (YHD)",sub
487,2020-02-25,Boeing 737-301 (BDSF),pk-ysg,Trigana Air Service,0.0,Jayapura-Sentani Airport (DJJ),sub
488,2020-02-25,Learjet 55,n135lr,Expectra Aviation Inc.,0.0,"Belmar/Farmingdale-Monmouth Executive Airport, NJ (BLM)",sub
489,2020-02-26,Antonov An-2P,up-a0001,Orlan 2000,0.0,"1,5 km NW of Ust-Kamenogorsk Airport (UKK)",w/o
490,2020-02-27,Dassault Falcon 50,n951dj,private,0.0,"Toronto-Buttonville Airport, ON (YKZ)",w/o
491,2020-02-28,Airbus A300B4-203 (F),up-a3003,Sigma Airlines,0.0,Sharjah Airport (SHJ),sub
492,2020-02-29,Learjet 35A,n721ec,East Coast Jets,0.0,"Altoona Airport, PA (AOO)",sub
493,2020-03-03,Dassault Falcon 7X,n377ef,private,0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
494,2020-03-03,Cessna 560 Citation Encore,n43nc,private,0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
495,2020-03-03,Cirrus SF50 Vision Jet,n217cb,BBR Air,0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
496,2020-03-03,Learjet 55,n890ac,Jetleg Management,0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
497,2020-03-03,Beechcraft 200 Super King Air,n2py,AT Aero LLC,0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
498,2020-03-03,Beechcraft 200 Super King Air,n186eb,Executive Business Aviation Inc,0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
499,2020-03-03,Bombardier BD-100-1A10 Challenger 300,n819rs,Legacy Air LLC,0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
500,2020-03-03,Cessna 525C Citation CJ4,n989cj,Textron Inc.,0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
501,2020-03-03,Cessna 525 CitationJet CJ1,n177vv,"Crye-Leike South, Inc",0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
502,2020-03-03,Beechcraft B300 King Air 350i,n615cl,Carol 1 LLC,0.0,"Nashville-John C. Tune Airport, TN (KJWN)",w/o
503,2020-03-03,Dassault Falcon 2000,n519jd,"Caridad Aviation, LLC",0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
504,2020-03-03,Cessna S550 Citation S/II,n45nc,private,0.0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
505,2020-03-05,Cessna 208B Super Cargomaster,n706fx,"FedEx Express, opb CSA Air",0.0,"Rhinelander-Oneida County Airport, WI (RHI)",sub
506,2020-03-06,de Havilland Canada DHC-6 Vista Liner 300,n72gc,Grand Canyon Airlines,0.0,"Boulder City Municipal Airport, NV (BLD)",sub
507,2020-03-08,Boeing 767-3Q8ER,n477ax,Omni Air International,0.0,Shannon Airport (SNN),sub
508,2020-03-09,Airbus A330-343,hs-teu,Thai Airways International,0.0,Vientiane-Wattay Airport (VTE),sub
509,2020-03-09,Gulfstream G-IVSP,m-yway,"Platinum Jet Co., Ltd.",0.0,Vientiane-Wattay Airport (VTE),sub
510,2020-03-12,de Havilland Canada DHC-3T Vazar Turbine Otter,c-gtmw,Martini Aviation Ltd.,0.0,"Fort Langley Airport, BC (CBQ2)",sub
511,2020-03-12,Beechcraft 200 Super King Air,hk-5075,private,2.0,"Claura Arriba, Iriona, Colón",w/o
512,2020-03-13,Cessna 525 CitationJet,yv3452,Servicios 5250084,2.0,Porlamar-del Caribe Santiago Mariño International Airport (PMV),w/o
513,2020-03-14,Raytheon Hawker 800XP,n100ag,Gemini Air Group,0.0,"Phoenix-Scottsdale Municipal Airport, AZ (SCF)",sub
514,2020-03-17,Cessna 208B Super Cargomaster,n274pm,Planemasters,1.0,"NW of La Crosse, Rush County, KS",w/o
515,2020-03-19,Cessna 208 Caravan I,p2-maf,Mission Aviation Fellowship - MAF,0.0,Yenkisa Airstrip (YEQ),sub
516,2020-03-21,Boeing 757-223 (WL),n193an,American Airlines,0.0,"Las Vegas-McCarran International Airport, NV (LAS)",sub
517,2020-03-22,Hawker Siddeley HS-125-F400B,(xb-pnk),private,0.0,"near Caballo Blanco, Retalhuleu",sub
518,2020-03-28,Cessna 501 Citation I/SP,n810lg,RBR Development LLC,0.0,"Jonesboro Municipal Airport, AR (JBR)",w/o
519,2020-03-28,Cessna 525A CitationJet CJ2+,n457md,Hog Air Aviation LLC,0.0,"Jonesboro Municipal Airport, AR (JBR)",w/o
520,2020-03-29,IAI 1124A Westwind II,rp-c5880,Lionair Inc.,8.0,Manila-Ninoy Aquino International Airport (MNL),w/o
521,2020-04-05,Antonov An-26,up-an601,Libyan National Army,,near Tarhuna,w/o
522,2020-04-12,Boeing 737-881 (WL),ja64an,"All Nippon Airways - ANA, opb ANA Wings",0.0,30 km south-southwest of Matsuyama Airport (MYJ/RJOM),non
523,2020-04-16,Cessna 208 Caravan I,c-gbit,Mike's Oilfield Services Ltd.,0.0,"Maurice Lake, SK",sub
524,2020-04-19,British Aerospace BAe-125-700A,n700nw,private,2.0,"near Las Cruces, Petén",w/o
525,2020-04-20,British Aerospace BAe-125-800A,n375tc,private,0.0,Laguna del Tigre National Park,w/o
526,2020-04-23,Lockheed C-130J-30 Super Hercules,nov-36,United States Air Force - USAF,0.0,Ramstein AFB (RMS),sub
527,2020-04-24,IAI 1125 Astra SP,yv3427,Inversiones SC 2012,0.0,"Fort Lauderdale-Executive Airport, FL (FXE)",sub
528,2020-04-28,Beechcraft A100 King Air,c-fcbz,Buffalo Airways,0.0,"Kugaaruk Airport, NU (YBB)",sub
529,2020-05-02,Beechcraft B200 Super King Air,c-gsae,Province of Saskatchewan Ministry of Central Services,0.0,"SE of Lloydminster Airport, AB (YLL)",sub
530,2020-05-04,Learjet 25D,lv-woc,Dos Mil Aerosistema,0.0,"San Fernando Airport, BA (FDO)",sub
531,2020-05-04,Embraer EMB-120RT Brasilia,5y-axo,African Express Airways,6.0,near Bardale Airstrip,w/o
532,2020-05-05,Learjet 35A,lv-bxu,MD Fly,3.0,"near Esquel Airport, CB (EQS)",w/o
533,2020-05-07,Hawker Siddeley HS-125,xb-rbf,private,0.0,southern Zulia state,w/o
534,2020-05-08,Beechcraft 1900C,n31704,Ameriflight,0.0,"San Antonio International Airport, TX (SAT)",sub
535,2020-05-09,Ilyushin Il-78,no reg.,Libyan Air Force,0.0,Tripoli-Mitiga International Airport (MJI),w/o
536,2020-05-09,Learjet 60XR,5a-uae,United Aviation,0.0,Tripoli-Mitiga International Airport (MJI),w/o
537,2020-05-16,Let L-410MA,ra-67066,Unknown,0.0,Ulang Airstrip,sub
538,2020-05-19,Cessna 501 Citation I/SP,n501km,McWilliams LLC,0.0,"Houston-William P. Hobby Airport, TX (HOU)",sub
539,2020-05-19,Boeing 737-8Q8 (WL),n820tj,Swift Air,0.0,"W of Victorville-Southern California Logistics Airport, CA (VCV)",sub
540,2020-05-21,Beechcraft 400A Beechjet,vt-rpg,Sanjiv Goenka Group,0.0,Kolkata-Netaji Subhas Chandra Bose International Airport (CCU),sub
541,2020-05-21,Embraer C-95BM Bandeirante (EMB-110),fab2347,Força Aérea Brasileira - FAB,0.0,"Natal Air Force Base, RN (SBNT)",sub
542,2020-05-22,Airbus A320-214,ap-bld,Pakistan International Airlines - PIA,98.0,"1,4 km E of Karachi-Jinnah International Airport (KHI)",w/o
543,2020-05-26,Beechcraft 200 Super King Air,unknown,private,0.0,"near Morocoy, Quintana Roo",w/o
544,2020-05-28,British Aerospace BAe-125-700A,n720pt,private,0.0,near Sarteneja,sub
545,2020-05-30,Antonov An-2,unknown,Taraz Zhana Alem,0.0,Urzhar Airport (UZR),sub
546,2020-05-30,de Havilland Canada DHC-6 Twin Otter 100,n52fw,"Kapowsin Air Sports, opf Skydive San Diego",0.0,"San Diego-Brown Field Municipal Airport, CA (SDM)",sub
547,2020-05-30,Beechcraft 200 Super King Air,unknown,private,0.0,Región Costa Montaña ?,w/o
548,2020-06-08,Dornier 228-212,ph-cgn,Netherlands Coast Guard (Kustwacht),0.0,Eindhoven Airport (EIN/EHEH),min
549,2020-06-08,Lockheed C-130H3 Hercules,94-6706,United States Air Force - USAF,0.0,Al Taji Army Air Field (ORTI),sub
550,2020-06-09,Beechcraft 1900D,c-gslx,Sunwest Aviation,0.0,"near Lac la Biche (CYLB), AB",sub
551,2020-06-13,Beechcraft 300 Super King Air 350,n858up,Gama Aviation Signature,0.0,"Bedford-Hanscom Field, MA (BED)",sub
552,2020-06-14,Airbus A320-271N,vt-ijt,IndiGo Airlines,0.0,near Cochin Airport,non
553,2020-06-14,Airbus A320-232,vp-bdl,Ural Airlines,0.0,Saint Petersburg-Pulkovo Airport (LED),sub
554,2020-06-14,Airbus A320-271N,vp-bwc,S7 Airlines,0.0,Saint Petersburg-Pulkovo Airport (LED),min
555,2020-06-15,Grumman G-1159 Gulfstream II,n27sl,private,1.0,"Machiques de Perijá, Zulia",w/o
556,2020-06-16,Embraer ERJ-145EP,g-sajs,Loganair,0.0,Aberdeen International Airport (ABZ/EGPD),min
557,2020-06-16,de Havilland Canada DHC-8-402Q Dash 8,g-jeck,Nordic Aviation Capital,0.0,Aberdeen International Airport (ABZ/EGPD),sub
558,2020-06-19,Gulfstream Aerospace G-1159A Gulfstream III,n516tr,private,0.0,"El Chico, Retalhuleu",w/o
559,2020-06-28,Cessna 560XL Citation XLS,vt-jss,Jindal Steel & Power Ltd.,0.0,Vijayanagar Aerodrome (VDY),sub
560,2020-07-02,Grumman G-1159 Gulfstream II SP,xb-nrx,Private,0.0,Mapastepec,w/o
561,2020-07-05,Boeing 737-7H4,n254wn,Southwest Airlines,0.0,"Orlando, Florida",non
562,2020-07-05,British Aerospace BAe-125-700A,xb-rcm,private,0.0,"10 km from José Maria Morelos, Quintana Roo",w/o
563,2020-07-07,Airbus A319-111,hb-joh,Chair Airlines,0.0,Napoli-Capodichino Airport (NAP),w/o
564,2020-07-07,Hawker 800XP,n339av,private,0.0,within Venezuela,w/o
565,2020-07-09,Embraer ERJ-175LR,n226nn,"Envoy Air, opf American Eagle",0.0,"Plainfield, Illinois",non
566,2020-07-09,Airbus A319-132,pt-tmo,LATAM Airlines Brasil,0.0,"near Guarulhos, SP",non
567,2020-07-10,Learjet 45,xa-cao,Aeroparadise SA,0.0,Toluca-Licenciado Adolfo López Mateos International Airport (TLC),sub
568,2020-07-13,Britten-Norman BN-2A-27 Islander,n200mu,Tropic Air Charters,0.0,"Fort Lauderdale-Executive Airport, FL (FXE)",sub
569,2020-07-13,Antonov An-2R,ra-40851,Zeus-Avia,2.0,"0,4 km SE of Kistenevo, Bolsheboldinsky district, Nizhny Novgorod region",w/o
570,2020-07-14,Boeing 737-8S3 (WL),zs-sjb,Mango,0.0,N of Durban,non
571,2020-07-14,de Havilland Canada DHC-8-402Q (PF) Dash 8,5y-vvu,Blue Bird Aviation,0.0,Beledweyne-Ugas Khalif Airport (HCMN),w/o
572,2020-07-15,Beechcraft B300 King Air 350i,em-809,Turkish Police,7.0,30 km SW of Van-Ferit Melen Airport (VAN),w/o
573,2020-07-17,Beechcraft 200 Super King Air,c-fskq,Skyjet Aviation,0.0,"Rouyn Airport, QC (YUY)",sub
574,2020-07-19,Antonov An-2R,ra-71276,Phoenix,6.0,"30 km W of Tagarkhay, Buryatia region",w/o
575,2020-07-20,Beechcraft B200 Super King Air,n740p,private,0.0,35 km SW of Brus Laguna,sub
576,2020-07-22,Beechcraft 400A Beechjet,n425bj,N425BJ LLC,0.0,"Montgomery Regional Airport, AL (MGM)",sub
577,2020-07-22,Boeing 777-F60,et-arh,Ethiopian Airlines,0.0,Shanghai Pudong International Airport (PVG),w/o
578,2020-07-23,Airbus A310-304,ep-mnf,Mahan Air,0.0,Syrian airspace,non
579,2020-07-25,Cessna 208B Grand Caravan,xa-ftg,AX Transporter,0.0,Holbox Airstrip,sub
580,2020-07-26,Gulfstream Aerospace G-1159A Gulfstream III,n450bd,private,0.0,"near El Chal, Petén Department",w/o
581,2020-07-28,Boeing 737-3Z0 (SF),pk-ysz,Trigana Air Service,0.0,Wamena Airport (WMX/WAJW),min
582,2020-07-30,Beechcraft 200 Super King Air,n515ba,private,0.0,"Rio Negro, Zulia",w/o
583,2020-08-01,Airbus A321-211 (WL),vp-bax,Aeroflot Russian International Airlines,0.0,Moskva-Sheremetyevo Airport (SVO),sub
584,2020-08-03,Antonov An-74TK-100,ra-74044,"UTair-Cargo, opf United Nations - UN",0.0,Gao Airport (GAQ),w/o
585,2020-08-04,Harbin Y-12-II,kaf128,Kenya Air Force - KAF,0.0,Dhobley Airstrip,sub
586,2020-08-07,Boeing 737-8HG (WL),vt-axh,Air India Express,21.0,Kozhikode-Calicut Airport (CCJ),w/o
587,2020-08-08,British Aerospace BAe-125,unknown,private,0.0,Ixcán,w/o
588,2020-08-08,Canadair CL-215-1A10,ec-het,"Aut, Nacional de Emergência e Proteção Civil, opb Babcock",1.0,Lobios,w/o
589,2020-08-09,British Aerospace BAe-125-800A,xb-ray,private,0.0,near Maracaibo-La Chinita International Airport (MAR),w/o
590,2020-08-10,Rockwell Sabreliner 75A,n400rs,private,2.0,W off Paraguaná,w/o
591,2020-08-12,Airbus A320-214,ec-ief,Iberia,0.0,near Barcelona Airport (LEBL),non
592,2020-08-12,Beechcraft B200 King Air,n316jp,private,0.0,"Santa Ana, Bartolomé de Las Casas, Zulia",w/o
593,2020-08-13,Let L-410UVP-E3,9s-gen,Doren Air Congo,4.0,28 km from Bukavu-Kavumu Airport (BKY),w/o
594,2020-08-16,Cessna 208B Grand Caravan,5y-sav,City Link,0.0,New Fangak Airstrip,w/o
595,2020-08-18,ATR 72-600 (72-212A),6v-asn,Air Senegal,0.0,Ziguinchor Airport (ZIG),sub
596,2020-08-19,Boeing 767-3S2FER,n146fe,FedEx,0.0,"Los Angeles International Airport, CA (LAX)",sub
597,2020-08-20,Beechcraft 200 Super King Air,n198dm,Bomac Air,1.0,"Chicago/Rockford International Airport, IL (RFD/KRFD)",w/o
598,2020-08-22,Antonov An-26B,ex-126,"South West Aviation, lsf Skyway Air",9.0,ca 4 km NW of Juba Airport (JUB),w/o
599,2020-08-27,Boeing 747SP-21,vq-bms,Las Vegas Sands Corporation,0.0,"Lake Charles-Chennault International Airport, LA (CWF)",sub
600,2020-08-28,Boeing 767-324ER,n423ax,Omni Air International,0.0,Bucharest Baneasa Aurel Vlaicu International Airport (BBU),sub
601,2020-08-29,Boeing 737-81D (WL),ja73nm,Skymark Airlines,0.0,15 km ENE of Tokyo-Haneda International Airport (HND),sub
602,2020-08-29,Dassault Falcon 200,xb-oap,private,0.0,Palenque Airport (PQM),sub
603,2020-09-04,Fairchild SA227-AC Metro III,n362ae,Ameriflight,0.0,"San Antonio International Airport, TX (SAT)",sub
604,2020-09-07,Cessna 208B Grand Caravan,n186gc,Grand Canyon Airlines,0.0,"Whitmore-Grand Canyon Bar Ten Airstrip, AZ (GCT)",sub
605,2020-09-07,Gulfstream G200 Galaxy,pr-aur,W.R.V. Empreendimentos e Participacoes Ltda.,0.0,"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU)",sub
606,2020-09-11,Cessna 208B Grand Caravan,5y-cdh,Unknown,0.0,Maji Moto area in Narok South,w/o
607,2020-09-15,Beechcraft 200 King Air,unknown,private,0.0,Machiques de Perija,w/o
608,2020-09-16,Cessna 560 Citation Encore,n254dr,Connair Consulting LLC,0.0,"Jackson-McKellar-Sipes Regional Airport, TN (MKL)",sub
609,2020-09-18,Learjet,unknown,private,0.0,Zanja,w/o
610,2020-09-19,Fokker 50,5y-mht,"Silverstone Air Services, opf Saacid Airlines",0.0,Mogadishu Aden Adde International Airport (MGQ),w/o
611,2020-09-21,Learjet 35,false reg.,private,0.0,Santha Martha,w/o
612,2020-09-22,Cessna 208B Grand Caravan,hk-4669-g,private,0.0,near Guaymaral Airport,sub
613,2020-09-23,British Aerospace BAe-125-800A,xb-pyz,private,4.0,"Alta Verapaz, Santa Marta Salina",w/o
614,2020-09-25,British Aerospace BAe-125,unknown,private,,"Catatumbo, Edo, Zulia",w/o
